age,sleep_hours,tasks_planned,tasks_completed,focus_hours,stress_level,motivation_level,task_interest,self_control,routine_consistency,peak_productivity_time,screen_time_minutes,procrastination_score
29,6.9,3,2,5.6,4,3,3.0,4.0,Yes,Afternoon,146,1
35,5.9,5,4,7.7,4,5,4.0,5.0,No,Morning,167,1
32,7.0,7,6,5.8,1,1,3.0,5.0,Yes,Afternoon,168,1
36,6.1,5,4,6.8,1,1,2.0,5.0,Yes,Morning,131,1
27,8.2,5,3,7.7,5,4,3.0,5.0,Yes,Morning,62,1
40,7.2,5,3,6.8,2,4,3.0,5.0,Yes,Afternoon,110,1
31,8.6,7,5,5.6,4,4,3.0,4.0,Yes,Evening,105,1
39,7.7,4,3,7.8,3,1,2.0,5.0,Yes,Morning,107,1
27,5.4,6,4,5.4,4,2,3.0,4.0,No,Evening,166,1
30,7.0,4,3,7.9,3,3,3.0,5.0,Yes,Afternoon,121,1
40,8.1,4,3,7.9,3,3,3.0,5.0,Yes,Evening,179,1
25,5.3,4,3,6.5,1,1,2.0,5.0,No,Evening,115,1
40,6.6,4,3,5.7,2,4,3.0,4.0,Yes,Evening,87,1
22,8.4,7,5,5.1,2,4,3.0,4.0,Yes,Evening,102,1
35,8.3,4,3,7.5,3,2,3.0,5.0,Yes,Evening,160,1
20,5.7,5,4,6.7,5,4,4.0,5.0,No,Morning,61,1
16,7.1,7,5,6.1,4,1,2.0,4.0,Yes,Morning,179,1
32,7.5,6,5,7.2,2,2,3.0,5.0,Yes,Morning,135,1
18,5.9,7,6,7.7,4,2,3.0,5.0,No,Afternoon,110,1
28,5.6,6,5,6.5,3,5,4.0,5.0,No,Evening,102,1
29,7.9,5,4,6.6,2,5,4.0,5.0,Yes,Morning,135,1
39,6.4,6,4,6.2,2,2,3.0,4.0,Yes,Afternoon,174,1
33,7.4,4,3,8.0,3,5,4.0,5.0,Yes,Morning,124,1
19,5.9,4,3,5.6,2,3,3.0,4.0,No,Morning,166,1
33,5.2,4,3,5.8,4,5,4.0,4.0,No,Evening,165,1
20,8.2,4,3,7.4,2,3,3.0,5.0,Yes,Afternoon,114,1
40,6.8,4,3,5.5,3,4,3.0,4.0,Yes,Evening,117,1
31,6.1,5,4,7.6,2,2,3.0,5.0,Yes,Evening,146,1
16,6.0,7,5,7.9,5,3,3.0,5.0,No,Morning,103,1
36,7.6,5,4,7.0,2,2,3.0,5.0,Yes,Evening,84,1
29,8.7,3,2,6.0,5,4,3.0,4.0,Yes,Afternoon,159,1
30,8.1,6,4,5.1,2,5,4.0,4.0,Yes,Evening,166,1
24,6.8,5,3,6.7,2,4,3.0,5.0,Yes,Evening,90,1
30,8.7,5,4,6.7,4,2,3.0,5.0,Yes,Evening,158,1
32,5.9,7,5,6.4,5,4,3.0,5.0,No,Morning,79,1
40,7.2,6,4,6.0,5,3,3.0,4.0,Yes,Afternoon,159,1
39,5.5,7,6,8.0,4,1,3.0,5.0,No,Morning,148,1
19,6.4,4,2,6.0,5,1,2.0,4.0,Yes,Morning,142,1
27,6.1,5,4,6.5,4,5,4.0,5.0,Yes,Morning,77,1
20,6.3,6,5,5.0,5,5,4.0,4.0,Yes,Morning,61,1
20,8.6,5,4,5.3,5,3,3.0,4.0,Yes,Morning,81,1
26,5.3,7,5,6.0,5,3,3.0,4.0,No,Afternoon,162,1
21,8.2,4,3,7.5,2,3,3.0,5.0,Yes,Evening,114,1
22,5.7,7,5,7.0,2,3,3.0,5.0,No,Morning,135,1
39,7.0,6,4,5.2,3,1,2.0,4.0,Yes,Morning,75,1
29,8.4,6,5,5.9,3,3,3.0,5.0,Yes,Afternoon,162,1
39,7.5,3,2,5.1,5,4,3.0,4.0,Yes,Afternoon,122,1
26,6.4,6,5,5.2,2,1,3.0,4.0,Yes,Evening,153,1
28,5.9,3,2,7.7,1,5,4.0,5.0,No,Afternoon,77,1
17,6.9,7,3,2.1,4,3,2.0,1.0,No,Evening,306,2
40,7.8,7,2,4.5,1,1,1.0,2.0,Yes,Morning,198,2
22,5.3,4,2,4.0,2,4,3.0,2.0,No,Morning,334,2
35,7.0,5,1,2.9,4,3,2.0,1.0,No,Evening,276,2
19,6.7,5,3,4.9,5,5,4.0,3.0,Yes,Afternoon,220,2
23,8.1,3,1,2.3,1,5,3.0,1.0,No,Evening,197,2
35,6.4,3,2,4.7,3,2,2.0,3.0,Yes,Afternoon,275,2
37,7.6,5,3,3.3,2,2,2.0,2.0,Yes,Morning,273,2
36,5.6,3,1,4.2,5,1,1.0,2.0,No,Afternoon,257,2
34,7.3,5,2,3.3,1,4,3.0,2.0,Yes,Evening,319,2
28,6.1,5,2,3.5,2,5,3.0,2.0,Yes,Evening,295,2
29,8.1,7,4,4.8,3,3,3.0,3.0,Yes,Morning,296,2
25,8.3,6,4,3.1,5,3,3.0,2.0,Yes,Afternoon,310,2
26,6.3,4,2,4.4,5,1,2.0,2.0,Yes,Afternoon,290,2
17,7.6,6,1,2.6,1,3,2.0,1.0,No,Afternoon,295,2
40,8.7,5,3,3.4,3,2,2.0,2.0,Yes,Morning,307,2
24,8.4,6,2,3.2,4,4,2.0,2.0,Yes,Afternoon,267,2
32,7.2,3,1,2.2,5,3,2.0,1.0,No,Evening,254,2
18,5.8,3,2,4.8,5,4,3.0,3.0,No,Afternoon,321,2
39,7.9,4,2,3.8,1,5,3.0,2.0,Yes,Morning,299,2
21,6.3,4,1,3.7,2,4,2.0,1.0,Yes,Afternoon,352,2
20,8.5,3,2,2.1,4,4,3.0,2.0,No,Afternoon,212,2
20,6.3,4,1,4.5,4,1,1.0,2.0,Yes,Evening,268,2
37,7.9,5,2,3.2,1,4,3.0,2.0,Yes,Afternoon,220,2
30,7.2,7,3,4.4,1,5,3.0,3.0,Yes,Evening,206,2
38,7.7,6,2,3.9,3,3,2.0,2.0,Yes,Evening,292,2
32,8.9,6,3,4.4,5,4,3.0,3.0,Yes,Morning,262,2
24,7.1,5,1,3.4,2,4,2.0,1.0,Yes,Evening,248,2
18,8.3,5,3,4.1,4,5,4.0,3.0,Yes,Evening,207,2
35,8.7,6,3,3.9,3,1,2.0,2.0,Yes,Morning,221,2
32,8.6,5,3,3.3,3,2,2.0,2.0,Yes,Evening,228,2
25,7.0,6,2,4.9,4,2,2.0,2.0,Yes,Morning,285,2
18,6.3,3,1,2.8,3,1,1.0,1.0,No,Afternoon,240,2
33,7.3,7,4,2.6,3,2,2.0,2.0,No,Morning,305,2
33,7.2,6,3,4.2,5,4,3.0,3.0,Yes,Evening,222,2
32,5.4,7,3,4.4,5,5,3.0,3.0,No,Morning,202,2
39,7.8,3,1,4.5,5,1,1.0,2.0,Yes,Evening,297,2
18,6.8,5,3,2.3,3,4,3.0,2.0,No,Afternoon,198,2
18,7.9,6,3,3.4,2,5,3.0,2.0,Yes,Morning,333,2
21,7.9,3,0,3.2,4,5,2.0,1.0,Yes,Afternoon,220,2
28,5.5,5,2,4.3,3,1,1.0,3.0,No,Evening,181,2
39,8.3,7,2,2.6,2,4,2.0,1.0,No,Evening,267,2
30,6.1,4,1,4.6,1,2,1.0,2.0,Yes,Afternoon,224,2
40,7.2,6,2,2.8,1,1,1.0,2.0,No,Morning,216,2
24,5.3,3,1,3.9,1,5,3.0,2.0,No,Morning,214,2
19,5.5,3,1,2.6,4,2,2.0,1.0,No,Evening,236,2
29,7.3,4,1,3.8,3,1,1.0,2.0,Yes,Afternoon,283,2
20,5.2,5,3,4.3,5,4,3.0,2.0,No,Afternoon,347,2
17,6.8,5,2,2.3,4,1,1.0,1.0,No,Morning,211,2
26,6.0,5,1,3.3,1,4,2.0,1.0,Yes,Morning,213,2
24,5.3,4,2,4.7,4,5,3.0,3.0,No,Morning,275,2
39,8.4,4,2,4.5,5,3,2.0,3.0,Yes,Afternoon,260,2
18,5.9,3,2,2.8,1,2,2.0,2.0,No,Morning,312,2
24,8.8,6,1,3.8,1,2,1.0,1.0,Yes,Morning,355,2
18,7.7,3,1,3.6,5,4,2.0,2.0,Yes,Evening,297,2
40,8.8,6,3,2.1,3,5,3.0,1.0,No,Morning,282,2
17,8.6,3,0,4.9,4,1,1.0,1.0,Yes,Morning,336,2
27,7.0,3,1,4.1,5,5,3.0,2.0,Yes,Afternoon,190,2
25,6.1,4,2,4.8,5,1,2.0,3.0,Yes,Afternoon,275,2
24,8.4,7,4,4.5,3,1,2.0,3.0,Yes,Evening,302,2
30,5.0,6,3,4.5,1,5,3.0,3.0,No,Morning,197,2
23,5.2,7,4,4.9,2,4,3.0,3.0,No,Evening,288,2
40,8.4,4,2,2.1,5,5,3.0,1.0,No,Afternoon,292,2
20,5.3,6,2,2.1,5,3,2.0,1.0,No,Evening,345,2
26,5.2,4,2,2.3,1,3,2.0,2.0,No,Afternoon,243,2
17,7.7,7,4,4.3,5,5,4.0,3.0,Yes,Evening,199,2
39,7.0,6,2,2.3,3,3,2.0,1.0,No,Evening,344,2
30,9.0,5,3,4.3,3,3,3.0,3.0,Yes,Morning,295,2
21,7.0,5,2,4.1,4,2,2.0,2.0,Yes,Evening,270,2
23,8.6,3,0,2.8,5,5,2.0,1.0,No,Morning,346,2
20,8.6,3,1,2.7,4,3,2.0,1.0,No,Morning,242,2
31,8.8,5,2,4.4,2,5,3.0,2.0,Yes,Morning,239,2
33,5.4,7,2,2.4,4,1,1.0,1.0,No,Morning,267,2
21,5.0,6,2,3.6,2,3,2.0,2.0,No,Evening,283,2
20,8.8,7,4,3.4,3,1,2.0,2.0,Yes,Afternoon,356,2
31,8.6,4,2,4.9,2,3,2.0,3.0,Yes,Afternoon,334,2
28,7.7,3,1,4.3,1,4,2.0,2.0,Yes,Afternoon,240,2
20,7.4,6,3,2.0,5,1,2.0,1.0,No,Evening,336,2
28,5.5,6,2,4.4,1,5,3.0,2.0,No,Morning,279,2
32,5.5,5,3,4.6,1,5,4.0,3.0,No,Afternoon,310,2
33,6.0,3,1,3.5,3,2,2.0,2.0,Yes,Evening,198,2
23,5.5,3,1,2.7,2,1,1.0,1.0,No,Morning,356,2
28,6.5,5,3,2.2,4,5,4.0,2.0,No,Afternoon,264,2
34,7.9,4,2,3.6,1,5,3.0,2.0,Yes,Morning,298,2
18,5.4,7,3,3.8,1,3,2.0,2.0,No,Afternoon,190,2
39,8.8,4,1,3.0,3,2,1.0,1.0,Yes,Afternoon,304,2
23,7.8,6,3,3.1,1,1,2.0,2.0,Yes,Afternoon,239,2
17,5.5,6,2,4.9,4,5,3.0,2.0,No,Morning,273,2
23,8.8,3,1,3.6,5,3,2.0,2.0,Yes,Evening,313,2
28,6.6,7,4,2.6,1,3,3.0,2.0,No,Morning,306,2
28,5.1,5,1,4.0,2,3,2.0,2.0,No,Afternoon,226,2
16,6.1,5,2,3.2,3,4,3.0,2.0,Yes,Morning,324,2
21,6.3,3,1,3.1,3,2,2.0,1.0,Yes,Evening,319,2
39,6.1,6,3,3.3,1,4,3.0,2.0,Yes,Morning,324,2
34,5.4,3,1,2.6,5,1,1.0,1.0,No,Evening,185,2
31,8.0,4,1,3.0,4,1,1.0,1.0,Yes,Evening,345,2
23,8.5,5,3,2.6,4,1,2.0,2.0,No,Morning,325,2
16,8.8,6,2,3.3,3,5,3.0,2.0,Yes,Afternoon,199,2
31,7.2,5,1,4.1,3,5,2.0,1.0,Yes,Evening,338,2
24,6.3,4,1,3.2,1,3,2.0,1.0,Yes,Morning,294,2
28,7.9,6,4,2.8,2,2,3.0,2.0,No,Evening,246,2
26,7.9,5,3,3.4,5,2,2.0,2.0,Yes,Afternoon,254,2
28,6.6,6,3,3.0,4,4,3.0,2.0,Yes,Morning,322,2
40,5.9,4,2,3.2,5,1,2.0,2.0,No,Morning,311,2
36,8.0,5,2,3.5,3,2,2.0,2.0,Yes,Morning,276,2
25,5.7,4,2,3.4,1,2,2.0,2.0,No,Afternoon,270,2
19,7.5,5,2,5.0,5,3,2.0,3.0,Yes,Evening,232,2
21,6.6,6,2,4.6,2,1,1.0,2.0,Yes,Morning,262,2
22,6.3,6,3,2.3,3,4,3.0,1.0,No,Evening,337,2
20,6.1,7,3,3.0,3,4,3.0,2.0,Yes,Evening,309,2
26,8.6,6,3,3.1,2,5,3.0,2.0,Yes,Afternoon,265,2
28,6.3,3,1,2.4,1,4,2.0,1.0,No,Morning,241,2
40,8.9,6,2,2.9,1,2,2.0,2.0,No,Evening,195,2
34,8.0,7,2,4.6,1,5,3.0,2.0,Yes,Morning,275,2
38,5.5,7,3,3.4,5,1,2.0,2.0,No,Morning,307,2
25,5.8,3,1,4.3,2,2,2.0,2.0,No,Afternoon,261,2
25,6.5,6,2,4.1,2,2,2.0,2.0,Yes,Morning,286,2
26,7.7,7,2,2.9,3,1,1.0,1.0,No,Morning,289,2
36,5.5,7,4,3.3,3,5,4.0,2.0,No,Evening,242,2
22,7.3,3,1,4.3,3,4,2.0,2.0,Yes,Afternoon,198,2
33,5.6,5,1,2.1,2,3,2.0,1.0,No,Morning,281,2
19,8.7,6,3,2.1,2,4,3.0,1.0,No,Evening,259,2
17,5.6,5,2,4.8,1,5,3.0,3.0,No,Afternoon,213,2
29,5.5,4,2,2.9,5,5,3.0,2.0,No,Afternoon,205,2
28,5.5,4,2,2.7,1,5,3.0,2.0,No,Evening,197,2
27,6.4,4,1,2.2,4,1,1.0,1.0,No,Evening,315,2
22,6.8,6,3,4.3,2,2,2.0,3.0,Yes,Evening,249,2
17,5.5,5,2,2.4,4,4,3.0,1.0,No,Evening,220,2
28,7.8,3,1,2.1,5,2,2.0,1.0,No,Evening,268,2
29,7.7,4,1,3.7,1,2,1.0,1.0,Yes,Morning,319,2
32,6.9,3,1,3.4,2,3,2.0,1.0,Yes,Morning,297,2
24,6.2,7,3,4.7,3,5,3.0,3.0,Yes,Afternoon,225,2
32,5.1,3,1,3.0,3,1,1.0,2.0,No,Morning,214,2
23,6.9,6,2,4.6,1,1,1.0,2.0,Yes,Morning,288,2
17,7.8,5,2,4.9,4,5,3.0,2.0,Yes,Morning,344,2
39,7.2,3,1,2.2,3,4,2.0,1.0,No,Evening,275,2
28,6.4,6,2,3.5,3,5,3.0,1.0,Yes,Afternoon,344,2
18,7.8,6,3,4.7,2,1,2.0,3.0,Yes,Afternoon,218,2
31,7.8,4,2,3.1,1,3,2.0,2.0,Yes,Afternoon,285,2
21,5.8,3,1,3.4,3,4,2.0,1.0,No,Afternoon,304,2
34,6.1,6,2,4.7,3,2,2.0,2.0,Yes,Morning,281,2
22,9.0,3,1,4.8,4,2,2.0,2.0,Yes,Morning,320,2
25,5.3,3,1,2.0,3,1,1.0,1.0,No,Evening,180,2
24,7.8,6,4,2.5,4,3,3.0,2.0,No,Afternoon,219,2
17,6.1,5,2,2.6,1,2,2.0,1.0,No,Morning,314,2
30,5.2,7,3,2.7,3,5,3.0,2.0,No,Morning,188,2
20,7.2,3,1,3.4,1,3,2.0,1.0,Yes,Evening,328,2
37,7.1,3,1,4.9,2,4,2.0,2.0,Yes,Evening,285,2
19,6.7,6,2,2.8,1,5,3.0,1.0,No,Evening,335,2
35,6.0,3,2,2.3,3,3,3.0,2.0,No,Morning,290,2
19,6.4,3,0,2.4,1,1,1.0,1.0,No,Morning,326,2
33,6.4,6,3,2.6,3,4,3.0,2.0,No,Evening,199,2
19,6.5,4,2,2.7,4,2,2.0,1.0,No,Afternoon,319,2
32,5.9,6,3,4.5,5,4,3.0,3.0,No,Evening,315,2
27,6.7,7,4,4.0,1,5,4.0,3.0,Yes,Evening,199,2
37,8.7,4,2,3.0,2,5,3.0,2.0,Yes,Evening,358,2
32,5.8,5,2,3.5,4,3,2.0,2.0,No,Evening,280,2
25,7.6,3,2,2.5,4,2,2.0,2.0,No,Morning,350,2
37,8.8,4,2,2.7,4,1,2.0,2.0,No,Afternoon,223,2
16,5.2,3,1,4.5,3,1,1.0,2.0,No,Evening,276,2
37,7.7,6,3,2.9,1,3,2.0,2.0,No,Afternoon,247,2
39,6.2,6,3,4.9,4,1,2.0,3.0,Yes,Afternoon,183,2
33,6.7,3,2,3.9,1,2,2.0,2.0,Yes,Afternoon,344,2
33,5.8,3,1,4.8,4,2,2.0,2.0,No,Evening,271,2
29,5.2,5,1,2.0,2,2,1.0,1.0,No,Morning,215,2
30,6.8,3,1,3.9,2,3,2.0,2.0,Yes,Evening,289,2
27,7.3,5,2,4.7,1,1,1.0,2.0,Yes,Afternoon,254,2
19,5.9,6,2,2.5,2,4,2.0,1.0,No,Afternoon,335,2
18,7.0,5,3,5.0,3,2,2.0,3.0,Yes,Morning,300,2
35,5.5,6,3,2.5,3,3,2.0,2.0,No,Evening,253,2
27,5.8,7,3,4.0,2,1,2.0,2.0,No,Afternoon,263,2
22,7.3,6,3,2.8,2,2,2.0,2.0,No,Morning,260,2
26,5.9,5,2,3.2,3,4,3.0,1.0,No,Afternoon,348,2
16,7.7,3,1,4.3,2,2,2.0,2.0,Yes,Morning,209,2
21,8.4,4,1,4.9,4,4,2.0,2.0,Yes,Morning,263,2
30,8.7,7,4,3.1,3,4,3.0,2.0,Yes,Evening,242,2
30,7.1,6,3,4.3,3,2,2.0,3.0,Yes,Afternoon,263,2
34,8.5,5,2,2.8,4,5,3.0,2.0,No,Evening,245,2
26,7.9,7,3,3.9,5,1,2.0,2.0,Yes,Afternoon,354,2
38,5.0,4,1,4.1,5,4,2.0,1.0,No,Evening,352,2
17,6.3,7,3,4.4,3,4,3.0,2.0,Yes,Afternoon,306,2
29,7.0,4,1,4.7,5,3,2.0,2.0,Yes,Evening,307,2
17,5.6,6,3,3.7,5,4,3.0,3.0,No,Morning,190,2
19,6.1,3,1,2.7,4,4,2.0,1.0,No,Afternoon,336,2
32,5.5,6,2,2.1,5,1,1.0,1.0,No,Afternoon,247,2
18,5.1,5,1,2.4,5,4,2.0,1.0,No,Morning,276,2
28,6.8,7,3,3.4,2,1,2.0,2.0,Yes,Evening,190,2
24,5.8,7,4,3.4,2,4,3.0,2.0,No,Afternoon,313,2
22,5.1,5,1,2.0,5,1,1.0,1.0,No,Afternoon,274,2
30,5.0,6,2,4.0,4,5,3.0,2.0,No,Evening,272,2
38,8.1,6,4,4.8,2,1,2.0,3.0,Yes,Morning,244,2
26,7.1,4,2,2.3,5,3,2.0,2.0,No,Evening,238,2
35,8.7,7,3,2.5,4,3,2.0,2.0,No,Evening,246,2
17,5.2,5,1,3.9,2,5,2.0,2.0,No,Evening,264,2
30,5.1,3,1,4.0,5,5,3.0,2.0,No,Afternoon,266,2
29,6.6,4,2,4.0,2,2,2.0,2.0,Yes,Morning,343,2
35,7.5,7,3,2.5,5,4,3.0,2.0,No,Morning,223,2
37,8.6,3,1,3.3,1,3,2.0,2.0,Yes,Evening,258,2
26,6.0,7,3,2.6,4,4,3.0,2.0,No,Afternoon,187,2
18,6.3,5,2,4.4,4,4,3.0,2.0,Yes,Evening,212,2
32,7.7,6,2,3.1,1,3,2.0,1.0,Yes,Afternoon,353,2
27,8.1,6,2,4.5,1,3,2.0,2.0,Yes,Afternoon,271,2
39,8.9,6,4,3.0,2,2,3.0,2.0,No,Afternoon,331,2
36,7.5,5,2,5.0,2,5,3.0,3.0,Yes,Afternoon,208,2
30,5.2,5,1,3.4,5,5,2.0,1.0,No,Morning,327,2
31,7.2,5,1,4.6,3,4,2.0,2.0,Yes,Afternoon,198,2
20,6.4,5,2,3.4,3,5,3.0,2.0,Yes,Afternoon,256,2
35,5.1,7,2,3.1,4,1,1.0,1.0,No,Evening,359,2
21,8.1,5,3,4.5,2,1,2.0,3.0,Yes,Evening,357,2
34,5.9,4,1,4.4,1,3,2.0,2.0,No,Morning,184,2
40,8.7,4,1,2.3,3,4,2.0,1.0,No,Evening,289,2
20,7.0,6,3,3.9,2,2,2.0,2.0,Yes,Afternoon,351,2
18,5.6,6,1,4.5,3,4,2.0,2.0,No,Evening,307,2
16,7.9,6,2,3.5,4,4,2.0,2.0,Yes,Morning,298,2
21,8.7,5,2,4.7,1,3,2.0,2.0,Yes,Evening,251,2
30,6.0,5,2,3.4,4,3,2.0,2.0,No,Evening,245,2
17,8.9,5,2,3.0,4,5,3.0,2.0,Yes,Morning,263,2
18,5.8,4,1,4.3,3,3,2.0,2.0,No,Morning,256,2
32,8.2,6,2,2.1,3,4,2.0,1.0,No,Afternoon,347,2
40,7.5,4,2,4.7,4,3,2.0,2.0,Yes,Evening,356,2
39,6.1,4,1,3.2,1,4,2.0,1.0,Yes,Afternoon,283,2
27,5.3,7,3,4.4,2,4,3.0,2.0,No,Evening,305,2
33,9.0,3,1,2.4,2,1,1.0,1.0,No,Evening,313,2
30,8.6,7,2,5.0,1,4,2.0,3.0,Yes,Afternoon,184,2
27,5.9,5,1,3.4,4,1,1.0,2.0,No,Evening,182,2
31,8.2,7,3,3.2,4,3,2.0,2.0,Yes,Evening,181,2
23,8.3,5,2,3.3,2,5,3.0,2.0,Yes,Evening,309,2
29,7.5,7,3,4.0,4,4,3.0,2.0,Yes,Morning,227,2
40,5.5,5,2,3.7,2,5,3.0,2.0,No,Afternoon,337,2
32,7.4,6,3,4.1,1,3,2.0,3.0,Yes,Morning,228,2
36,8.9,6,4,2.1,4,5,4.0,2.0,No,Afternoon,243,2
23,8.9,6,3,3.3,1,4,3.0,2.0,Yes,Afternoon,338,2
30,6.7,7,3,2.0,4,3,2.0,1.0,No,Evening,246,2
29,6.7,7,3,3.9,1,4,3.0,2.0,Yes,Afternoon,288,2
33,6.2,6,3,2.6,4,2,2.0,2.0,No,Morning,298,2
35,5.9,5,2,3.8,4,3,2.0,2.0,No,Morning,358,2
22,8.9,3,0,4.6,4,5,2.0,1.0,Yes,Morning,245,2
18,8.6,6,2,3.7,4,2,2.0,2.0,Yes,Afternoon,356,2
27,7.2,5,2,4.3,5,2,2.0,3.0,Yes,Morning,184,2
36,8.4,4,1,2.0,1,3,2.0,1.0,No,Afternoon,208,2
39,6.9,3,1,3.5,1,1,1.0,2.0,Yes,Morning,194,2
18,6.7,7,4,2.9,2,5,4.0,2.0,No,Morning,315,2
35,6.2,5,2,3.5,1,2,2.0,2.0,Yes,Afternoon,283,2
29,6.8,7,4,4.2,5,3,3.0,3.0,Yes,Morning,222,2
30,8.0,4,1,2.2,1,4,2.0,1.0,No,Evening,192,2
40,7.0,3,1,2.9,5,4,2.0,1.0,No,Afternoon,250,2
29,8.9,6,3,2.3,5,5,3.0,2.0,No,Afternoon,267,2
22,8.8,6,2,3.3,4,4,2.0,2.0,Yes,Afternoon,238,2
32,8.1,6,3,2.2,3,1,2.0,1.0,No,Evening,348,2
27,5.4,6,1,4.4,3,1,1.0,1.0,No,Afternoon,351,2
35,5.7,6,2,4.4,3,4,2.0,2.0,No,Morning,315,2
19,7.3,5,1,3.2,5,5,2.0,1.0,Yes,Morning,263,2
24,6.3,3,1,2.3,5,2,2.0,1.0,No,Morning,261,2
21,8.5,5,2,4.0,2,5,3.0,2.0,Yes,Afternoon,202,2
31,5.4,4,1,2.1,2,2,1.0,1.0,No,Morning,316,2
40,8.1,5,1,4.4,5,1,1.0,2.0,Yes,Afternoon,273,2
37,8.2,7,3,3.2,5,4,3.0,2.0,Yes,Morning,187,2
37,8.3,7,4,4.5,2,5,4.0,3.0,Yes,Evening,206,2
36,5.6,5,2,4.6,3,3,2.0,3.0,No,Evening,182,2
36,6.4,5,3,2.2,5,4,3.0,2.0,No,Evening,236,2
17,6.4,4,1,2.5,2,1,1.0,1.0,No,Evening,200,2
39,7.7,5,1,2.8,2,2,1.0,1.0,No,Afternoon,233,2
23,8.0,5,3,3.5,2,3,3.0,2.0,Yes,Morning,297,2
26,8.8,5,2,2.4,5,4,3.0,1.0,No,Evening,267,2
28,5.7,5,2,2.9,3,4,3.0,1.0,No,Afternoon,316,2
32,6.2,6,3,4.0,2,1,2.0,2.0,Yes,Evening,320,2
23,8.9,3,1,4.8,3,1,1.0,2.0,Yes,Evening,275,2
36,6.5,3,1,3.2,4,1,1.0,2.0,Yes,Afternoon,232,2
33,7.9,7,2,4.1,4,1,1.0,2.0,Yes,Afternoon,304,2
33,6.2,4,1,2.6,3,1,1.0,1.0,No,Morning,228,2
29,6.8,3,2,4.1,4,2,2.0,3.0,Yes,Morning,266,2
30,7.8,7,4,3.1,2,5,4.0,2.0,Yes,Evening,193,2
21,6.4,6,3,4.8,4,4,3.0,3.0,Yes,Evening,211,2
26,6.1,7,3,3.7,5,1,2.0,2.0,Yes,Morning,355,2
28,8.1,3,1,3.6,5,3,2.0,2.0,Yes,Morning,259,2
40,8.6,6,3,4.6,3,4,3.0,3.0,Yes,Afternoon,288,2
16,7.7,5,3,2.9,5,1,2.0,2.0,No,Morning,289,2
21,8.5,4,1,2.2,4,5,3.0,1.0,No,Morning,187,2
24,6.7,7,2,3.3,2,4,2.0,2.0,Yes,Evening,199,2
23,5.2,4,1,2.5,5,4,2.0,1.0,No,Morning,297,2
26,7.8,6,3,2.3,2,4,3.0,2.0,No,Evening,253,2
37,8.1,3,0,4.3,2,4,2.0,1.0,Yes,Morning,307,2
34,8.3,4,2,2.5,1,5,3.0,2.0,No,Afternoon,275,2
39,7.6,7,4,3.6,5,2,2.0,2.0,Yes,Morning,247,2
24,6.0,3,2,2.9,3,4,3.0,2.0,No,Morning,266,2
32,7.7,3,1,2.4,3,5,3.0,1.0,No,Morning,310,2
27,8.6,6,3,4.9,1,3,2.0,3.0,Yes,Evening,233,2
40,8.7,3,1,2.6,3,1,1.0,1.0,No,Afternoon,337,2
29,5.7,4,2,4.0,4,2,2.0,2.0,No,Morning,257,2
30,8.9,6,1,4.5,3,5,2.0,1.0,Yes,Evening,359,2
31,8.4,6,3,2.7,4,5,3.0,2.0,No,Afternoon,294,2
37,5.4,6,3,4.7,1,2,2.0,3.0,No,Evening,279,2
37,8.2,6,2,4.7,3,3,2.0,2.0,Yes,Evening,276,2
35,7.5,5,3,4.5,3,4,3.0,3.0,Yes,Afternoon,252,2
16,5.7,4,1,4.5,4,3,2.0,2.0,No,Morning,296,2
25,8.5,3,1,3.4,3,2,2.0,1.0,Yes,Evening,297,2
23,6.2,6,2,4.6,5,3,2.0,2.0,Yes,Evening,292,2
33,6.0,6,1,3.3,5,4,2.0,1.0,Yes,Morning,258,2
16,7.4,3,2,2.3,5,1,2.0,2.0,No,Morning,269,2
17,5.2,5,2,4.3,5,2,2.0,2.0,No,Afternoon,295,2
16,8.3,4,2,2.1,2,1,2.0,2.0,No,Afternoon,222,2
16,6.1,7,3,3.6,1,1,2.0,2.0,Yes,Afternoon,358,2
24,7.9,7,4,3.3,3,5,4.0,2.0,Yes,Morning,280,2
28,8.5,7,4,2.1,2,5,4.0,1.0,No,Evening,349,2
16,8.4,7,2,3.8,5,1,1.0,2.0,Yes,Evening,264,2
28,5.0,7,2,2.4,5,3,2.0,1.0,No,Afternoon,260,2
35,7.3,5,2,2.7,3,2,2.0,2.0,No,Morning,190,2
37,5.2,6,3,3.5,5,5,3.0,2.0,No,Evening,314,2
22,9.0,4,2,4.9,1,3,2.0,3.0,Yes,Afternoon,333,2
17,6.8,7,4,4.4,5,2,2.0,3.0,Yes,Evening,230,2
21,7.7,3,1,2.5,2,2,2.0,1.0,No,Evening,267,2
22,7.0,5,2,2.1,1,3,2.0,1.0,No,Morning,324,2
29,8.2,3,1,3.6,3,2,2.0,2.0,Yes,Morning,197,2
33,6.7,7,4,2.6,3,4,3.0,2.0,No,Evening,182,2
30,5.7,3,1,2.8,1,4,2.0,1.0,No,Afternoon,266,2
17,6.1,7,2,4.7,2,2,2.0,2.0,Yes,Morning,308,2
25,7.9,3,1,3.5,3,4,2.0,1.0,Yes,Evening,321,2
38,6.6,7,3,2.8,1,1,2.0,2.0,No,Morning,283,2
27,7.6,4,2,4.4,2,4,3.0,3.0,Yes,Morning,225,2
32,7.3,3,1,2.3,2,2,2.0,1.0,No,Morning,227,2
